source,target,scount,tcount,sfield,tfield,slast,tlast,weight
James E. Higgins,Sriani Basnayake,1,1,famplan,famplan,,,1
Peter C. Miller,Sriani Basnayake,2,1,famplan,famplan,,,1
Sriani Basnayake,Susan M. Rogers,1,1,famplan,famplan,,,1
S. Elizabeth Kelly,Sriani Basnayake,1,1,famplan,famplan,,,1
G. Myriam OrdóñEz,Robert G. Potter,2,15,demography,famplan,,,2
Anthony R. Measham,G. Myriam OrdóñEz,6,2,demography,demography,,,1
A. M. T. Thome,H. I. Goldberg,1,1,demography,demography,,,1
A. M. T. Thome,W. Rodrigues,1,1,demography,demography,,,1
A. M. T. Thome,Barbara Janowitz,1,4,demography,demography,,,1
A. M. T. Thome,L. Morris,1,1,demography,demography,,,1
Geraldine P. Mineau,James Trussell,3,24,demography,demography,,,1
Geraldine P. Mineau,J. Dennis Willigan,3,2,demography,demography,,,2
Douglas L. Anderton,Geraldine P. Mineau,3,3,demography,demography,,,1
Geraldine P. Mineau,Lee L. Bean,3,2,demography,demography,,,2
Geraldine P. Mineau,Katherine A. Lynch,3,1,demography,demography,,,1
Peter C. Smith,Siew-Ean Khoo,2,5,demography,demography,,,1
James T. Fawcett,Peter C. Smith,3,2,demography,demography,,,1
Kabamba Nkamany,William E. Bertrand,1,2,famplan,general,,,1
Jane T. Bertrand,Kabamba Nkamany,6,1,demography,famplan,,,1
Arland Thornton,Kabamba Nkamany,12,1,famplan,famplan,Thornton,,1
Hussein Abdel-Aziz Sayed,J. Mayone Stycos,1,8,famplan,demography,,,1
Aziz Bindary,Hussein Abdel-Aziz Sayed,1,1,famplan,famplan,,,1
Hussein Abdel-Aziz Sayed,Roger C. Avery,1,5,famplan,famplan,,,1
Atef M. Khalifa,Hussein Abdel-Aziz Sayed,1,1,famplan,famplan,,,1
Ann Way,Hussein Abdel-Aziz Sayed,1,1,famplan,famplan,,,1
Kwanchai Thaithong,Somphong Shevasunt,1,1,famplan,famplan,,,1
Dennis P. Hogan,Kwanchai Thaithong,10,1,sociology,famplan,,,1
Charles F. Westoff,Gerard Calot,29,1,demography,famplan,Westoff,,1
Andrew D. Foster,Gerard Calot,1,1,famplan,famplan,,,1
Baron Moots,Ronald Freedman,1,13,demography,demography,,Freedman,1
Baron Moots,Te-Hsiung Sun,1,8,demography,famplan,,,1
Baron Moots,Mary Beth Weinberger,1,2,demography,demography,,,1
Stephen J. Williams,Thomas W. Pullum,2,3,demography,demography,,,1
Nirmala Murthy,Stephen J. Williams,1,2,demography,demography,,,1
Gretchen Berggren,Stephen J. Williams,1,2,demography,demography,,,1
Deborah Oakley,Frederick S. Jaffe,2,7,demography,famplan,,,1
Ellen Shapiro Fried,Sandra Lynn Hofferth,2,1,demography,demography,,,1
J. Richard Udry,Sandra Lynn Hofferth,10,1,eugenics,demography,Udry,,1
Mary Beth Weinberger,Ronald Freedman,2,13,demography,demography,,Freedman,2
Mary Beth Weinberger,Tze-Hwa Fan,2,1,demography,famplan,,,1
Mary Beth Weinberger,Sou-Pen Wei,2,1,demography,famplan,,,1
Baron Moots,Mary Beth Weinberger,1,2,demography,demography,,,1
Mary Beth Weinberger,Te-Hsiung Sun,2,8,demography,famplan,,,1
Benjamin S. Bradshaw,W. Parker Frisbie,1,7,demography,demography,,Frisbie,1
Myron P. Gutmann,Rene Leboutte,3,1,history,history,,,1
Etienne Van De Walle,Myron P. Gutmann,5,3,demography,history,Walle,,1
George T. Curlin,Sayed Babur Hussain,1,1,demography,demography,,,1
Lincoln C. Chen,Sayed Babur Hussain,10,1,famplan,demography,,,1
John B. Casterline,John Cleland,2,2,famplan,famplan,,,1
John B. Casterline,Susheela Singh,2,2,famplan,demography,,,1
Hazel Ashurst,John B. Casterline,1,2,famplan,famplan,,,1
Anne R. Pebley,John B. Casterline,13,2,demography,famplan,Pebley,,1
James Trussell,John B. Casterline,24,2,demography,famplan,,,1
Jane Menken,Ozer Babakol,11,1,demography,demography,Menken,,1
James Trussell,Ozer Babakol,24,1,demography,demography,,,1
Debra Stempel,Ozer Babakol,1,1,demography,demography,,,1
Barbara Janowitz,Milton S. Nakamura,4,2,demography,famplan,,,2
Barbara Janowitz,Leo Morris,4,9,demography,famplan,,,2
Barbara Janowitz,John E. Anderson,4,14,demography,pubh,,,2
Barbara Janowitz,Joaquim Barreto Fonseca,4,2,demography,famplan,,,2
Barbara Janowitz,Joaquin A. Nunez,4,1,demography,famplan,,,1
Barbara Janowitz,Deborah L. Covington,4,1,demography,famplan,,,1
Barbara Janowitz,Christine E. Colven,4,1,demography,famplan,,,1
Barbara Janowitz,H. I. Goldberg,4,1,demography,demography,,,1
Barbara Janowitz,W. Rodrigues,4,1,demography,demography,,,1
A. M. T. Thome,Barbara Janowitz,1,4,demography,demography,,,1
Barbara Janowitz,L. Morris,4,1,demography,demography,,,1
Jane T. Bertrand,Miatudila Malonga,6,1,demography,demography,,,1
Miatudila Malonga,W. E. Bertrand,1,1,demography,demography,,,1
Alan Keller,Sergio Correu Azcona,5,1,famplan,famplan,,,1
Alan Keller,Carmen Miro,5,4,famplan,demography,,,1
Alan Keller,Jorge Campos Cordero,5,1,famplan,famplan,,,1
Alan Keller,Jerald Bailey,5,5,famplan,famplan,,,2
Alan Keller,Alfredo Gallegos,5,1,famplan,famplan,,,1
Alan Keller,Jorge Garcia Pena,5,1,famplan,famplan,,,1
Alan Keller,Jose Antonio Solis,5,1,famplan,famplan,,,1
Alan Keller,Ricardo Aparico Jimenez,5,1,famplan,famplan,,,1
Alan Keller,Juan Guillermo Figueroa,5,1,famplan,famplan,,,1
Alan Keller,Aurora Rabago De Rodriguez,5,1,famplan,famplan,,,1
Andrea Tyree,Moshe Semyonov,3,4,sociology,sociology,,,3
Moshe Semyonov,Robert W. Hodge,4,2,sociology,sociology,,,1
Jane Menken,Susan Watkins,11,1,demography,history,Menken,,1
James Trussell,Susan Watkins,24,1,demography,history,,,1
Ellen Shapiro Fried,Sandra Lynn Hofferth,2,1,demography,demography,,,1
Ellen Shapiro Fried,J. Richard Udry,2,10,demography,eugenics,,Udry,2
Amy O. Tsui,Donald J. Bogue,1,3,demography,history,,Bogue,1
Frank D. Bean,John P. Marcum,10,3,sociology,demography,,,2
John P. Marcum,Russell L. Curtis Jr.,3,1,demography,demography,,,1
Aphichat Chamratrithirong,John Knodel,2,17,famplan,demography,,,2
Aphichat Chamratrithirong,Peerasit Kamnuansilpa,2,4,famplan,demography,,,2
Elsimar Coutinho,Irving Sivin,1,6,famplan,famplan,,,1
Elsimar Coutinho,Francisco Alvarez-Sanchez,1,2,famplan,famplan,,,1
Elsimar Coutinho,Soledad Diaz,1,2,famplan,famplan,,,1
Elsimar Coutinho,Olivia Mcdonald,1,1,famplan,famplan,,,1
Elsimar Coutinho,Pentti Holma,1,2,famplan,famplan,,,1
Dale N. Robertson,Elsimar Coutinho,2,1,famplan,famplan,,,1
Dudley Kirk,Frank Wm. Oechsli,3,1,economics,economics,Kirk,,1
Harriet B. Presser,Wendy Baldwin,5,2,sociology,sociology,Presser,,1
Virginia S. Cain,Wendy Baldwin,1,2,famplan,sociology,,,1
Ellen Blaine,Stanley K. Henshaw,1,8,famplan,famplan,,,1
Ellen Blaine,Jacqueline Darroch Forrest,1,9,famplan,demography,,,1
J. S. Parsons,Suwardjono Surjaningrat,3,3,famplan,famplan,,,1
Haryono Suyono,J. S. Parsons,6,3,famplan,famplan,,,3
J. S. Parsons,Jay D. Teachman,3,8,famplan,famplan,,,1
J. S. Parsons,Rohadi,3,1,famplan,famplan,,,1
David Bromley,Joel Smith,1,2,sociology,demography,,,1
David Bromley,Kenneth Manton,1,1,sociology,sociology,,,1
Herbert S. Klein,Stanley L. Engerman,1,6,history,history,,,1
Makhlisur Rahman,W. H. Mosley,4,2,famplan,famplan,,,1
Atiqur Rahman Khan,Makhlisur Rahman,4,4,demography,famplan,,,1
A. I. Chowdhury,Makhlisur Rahman,2,4,famplan,famplan,,,1
J. Chakraborty,Makhlisur Rahman,8,4,demography,famplan,,,4
Makhlisur Rahman,Wayne S. Stinson,4,2,famplan,famplan,,,2
James F. Phillips,Makhlisur Rahman,6,4,famplan,famplan,,,2
Makhlisur Rahman,Shushum Bhatia,4,8,famplan,famplan,,,1
Lincoln C. Chen,Makhlisur Rahman,10,4,famplan,famplan,,,1
Makhlisur Rahman,Stan Dsouza,4,4,famplan,famplan,,,1
A. M. Sardar,Makhlisur Rahman,1,4,famplan,famplan,,,1
Evelyn Folch-Lyon,Luise De La Macorra,1,1,famplan,famplan,,,1
Evelyn Folch-Lyon,S. Bruce Schearer,1,4,famplan,famplan,,,1
Albert J. Fernando,S. Y. S. B. Herath,1,1,famplan,famplan,,,1
Nicholas H. Wright,S. Y. S. B. Herath,3,1,famplan,famplan,,,1
Robert M. Hauser,William H. Sewell,4,2,demography,general,,,1
Wendy C. Wolf,William H. Sewell,2,2,demography,general,,,1
Dudley L. Poston Jr.,Ralph White,5,1,sociology,demography,,,1
Georgia Villaflor,Robert W. Fogel,1,2,history,history,,,1
Georgia Villaflor,Stanley L. Engerman,1,6,history,history,,,1
Georgia Villaflor,Roderick Floud,1,1,history,history,,,1
Georgia Villaflor,Gerald Friedman,1,1,history,history,,,1
Georgia Villaflor,Robert A. Margo,1,3,history,history,,,1
Georgia Villaflor,Kenneth Sokoloff,1,2,history,history,,,1
Georgia Villaflor,Richard H. Steckel,1,6,history,history,,,1
Georgia Villaflor,T. James Trussell,1,8,history,famplan,,,1
Georgia Villaflor,Kenneth W. Wachter,1,5,history,general,,,1
Alan Thomas Richards,Samuel H. Preston,1,16,demography,statistics,,Preston,1
John Mcdonald,Samuel H. Preston,3,16,statistics,statistics,,Preston,1
Ira Rosenwaike,Samuel H. Preston,4,16,eugenics,statistics,,Preston,1
Abdul-Aziz Farah,Samuel H. Preston,1,16,demography,statistics,,Preston,1
Judith Banister,Samuel H. Preston,2,16,demography,statistics,,Preston,1
P. N. Mari Bhat,Samuel H. Preston,2,16,demography,statistics,,Preston,1
Etienne Van De Walle,Samuel H. Preston,5,16,demography,statistics,Walle,Preston,1
Ansley J. Coale,Samuel H. Preston,14,16,general,statistics,Coale,Preston,1
Michael R. Haines,Samuel H. Preston,12,16,demography,statistics,,Preston,1
Juan Schoemaker,Leo Morris,1,9,famplan,famplan,,,1
John E. Anderson,Juan Schoemaker,14,1,pubh,famplan,,,1
Juan Schoemaker,Richard S. Monteith,1,2,famplan,famplan,,,1
Juan Schoemaker,Roberto Kriskovich,1,1,famplan,famplan,,,1
Juan Schoemaker,Odon Frutos,1,1,famplan,famplan,,,1
Felix Mascarin,Richard S. Monteith,3,2,famplan,famplan,,,1
Felix Mascarin,John E. Anderson,3,14,famplan,pubh,,,1
Felix Mascarin,Leo Morris,3,9,famplan,famplan,,,2
Felix Mascarin,Jane T. Bertrand,3,6,famplan,demography,,,1
Felix Mascarin,G. Roberto Santiso,3,4,famplan,famplan,,,1
Felix Mascarin,Rosa Judith Cisneros,3,1,famplan,famplan,,,1
Charles F. Westoff,Felix Mascarin,29,3,demography,famplan,Westoff,,1
Felix Mascarin,James Mccarthy,3,8,famplan,demography,,,1
Felix Mascarin,Noreen Goldman,3,13,famplan,famplan,,,1
Amos H. Hawley,Harbans Singh,1,1,economics,economics,Hawley,,1
Dorothy Fernandez,Harbans Singh,4,1,economics,economics,,,1
Robert J. Lapham,Walter B. Watson,3,2,famplan,famplan,,,1
Harriet B. Presser,Wendy Baldwin,5,2,sociology,sociology,Presser,,1
James W. Brackett,R. T. Ravenholt,2,2,famplan,demography,,,1
James W. Brackett,John C. Chao,2,1,famplan,famplan,,,1
Anne R. Pebley,James W. Brackett,13,2,demography,famplan,Pebley,,1
Larry W. Isaac,Norman L. Weatherby,1,1,demography,demography,,,1
Charles B. Nam,Larry W. Isaac,5,1,sociology,demography,Nam,,1
Gerry E. Hendershot,Kenneth W. Eckhardt,10,1,famplan,pubh,,,1
Lisa Neidert,W. Parker Frisbie,1,7,sociology,demography,,Frisbie,1
Dudley L. Poston Jr.,W. Parker Frisbie,5,7,sociology,demography,,Frisbie,2
Frank D. Bean,W. Parker Frisbie,10,7,sociology,demography,,Frisbie,2
Isaac W. Eberstein,W. Parker Frisbie,2,7,demography,demography,,Frisbie,1
Clifford J. Clarke,W. Parker Frisbie,1,7,sociology,demography,,Frisbie,1
Benjamin S. Bradshaw,W. Parker Frisbie,1,7,demography,demography,,Frisbie,1
Harley L. Browning,W. Parker Frisbie,1,7,demography,demography,,Frisbie,1
Dennis P. Hogan,Michele Pazul,10,2,sociology,sociology,,,2
Donald R. Mcneil,John C. Turner,1,1,demography,demography,,,1
John C. Turner,T. James Trussell,1,8,demography,famplan,,,1
C. M. Suchindran,El-Sayed Nour,5,2,demography,demography,,,1
Aldur W. Eriksson,James H. Mielke,2,2,eugenics,eugenics,,,2
Aldur W. Eriksson,Lynn B. Jorde,2,2,eugenics,eugenics,,,2
Aldur W. Eriksson,P. Gene Trapp,2,2,eugenics,eugenics,,,2
Aldur W. Eriksson,Douglas L. Anderton,2,3,eugenics,demography,,,1
Aldur W. Eriksson,Kari Pitkanen,2,1,eugenics,demography,,,1
Hui-Sheng Lin,Te-Hsiung Sun,1,8,famplan,famplan,,,1
Ronald Freedman,Te-Hsiung Sun,13,8,demography,famplan,Freedman,,5
Albert I. Hermalin,Te-Hsiung Sun,6,8,demography,famplan,Hermalin,,1
Ming-Cheng Chang,Te-Hsiung Sun,7,8,famplan,famplan,,,4
Arland Thornton,Te-Hsiung Sun,12,8,famplan,famplan,Thornton,,1
Lolagene C. Coombs,Te-Hsiung Sun,12,8,famplan,famplan,,,2
Baron Moots,Te-Hsiung Sun,1,8,demography,famplan,,,1
Mary Beth Weinberger,Te-Hsiung Sun,2,8,demography,famplan,,,1
Marilyn B. Hirsch,William R. Grady,2,2,famplan,famplan,,,1
Marilyn B. Hirsch,Nelma Keen,2,1,famplan,famplan,,,1
Barbara Vaughan,Marilyn B. Hirsch,3,2,famplan,famplan,,,1
Laurie S. Zabin,Marilyn B. Hirsch,2,2,famplan,famplan,,,1
Edward A. Smith,Marilyn B. Hirsch,1,2,famplan,famplan,,,1
Janet B. Hardy,Marilyn B. Hirsch,2,2,famplan,famplan,,,1
Anthony R. Measham,Walter RodríGues,6,2,demography,famplan,,,1
Peter J. Davies,Walter RodríGues,1,2,famplan,famplan,,,1
Judith Blake,Prithwis Das Gupta,8,6,demography,statistics,Blake,,2
Ansley J. Coale,S. Horiuchi,14,1,general,demography,Coale,,1
Jerald Bailey,Juan Correa,5,1,famplan,famplan,,,1
Alan Keller,Jerald Bailey,5,5,famplan,famplan,,,2
Jerald Bailey,Ricardo Aparico Jimenez,5,1,famplan,famplan,,,1
Jerald Bailey,Juan Guillermo Figueroa,5,1,famplan,famplan,,,1
Aurora Rabago De Rodriguez,Jerald Bailey,1,5,famplan,famplan,,,1
Jerald Bailey,Ricardo Aparicio Jimenez,5,1,famplan,famplan,,,1
Charles W. Warren,Jerald Bailey,4,5,pubh,famplan,,,1
Carol Measham,Jerald Bailey,1,5,famplan,famplan,,,1
Jerald Bailey,Maria Umana,5,1,famplan,famplan,,,1
Charles J. Mode,Gary S. Littman,1,1,demography,demography,,,1
Gary S. Littman,Roger C. Avery,1,5,demography,famplan,,,1
Gary S. Littman,Robert G. Potter,1,15,demography,famplan,,,1
James Trussell,Randall Olsen,24,1,demography,demography,,,1
Charles H. C. Chen,G. Roberto Santiso,3,4,famplan,famplan,,,1
G. Roberto Santiso,Leo Morris,4,9,famplan,famplan,,,2
G. Roberto Santiso,Jane T. Bertrand,4,6,famplan,demography,,,3
G. Roberto Santiso,Maria Antonieta Pineda,4,2,famplan,famplan,,,2
G. Roberto Santiso,Rosa Judith Cisneros,4,1,famplan,famplan,,,1
Felix Mascarin,G. Roberto Santiso,3,4,famplan,famplan,,,1
Donald R. Mcneil,T. James Trussell,1,8,demography,famplan,,,1
Donald R. Mcneil,John C. Turner,1,1,demography,demography,,,1
Donald E. Morisky,Patricia G. Steinhoff,1,2,famplan,famplan,,,1
Donald E. Morisky,James A. Palmore,1,8,famplan,demography,,,1
Donald E. Morisky,Roy G. Smith,1,3,famplan,famplan,,,1
Donald E. Morisky,Ronald J. Pion,1,1,famplan,famplan,,,1
A. Hartoadi,Jeremiah Sullivan,1,1,famplan,famplan,,,1
A. Hartoadi,Haryono Suyono,1,6,famplan,famplan,,,1
A. Hartoadi,Wongsokusumo Bahrawi,1,1,famplan,famplan,,,1
Charles F. Westoff,Jane S. Delung,29,1,demography,famplan,Westoff,,1
Jane S. Delung,Noreen Goldman,1,13,famplan,famplan,,,1
Jacqueline Darroch Forrest,Jane S. Delung,9,1,demography,famplan,,,1
Gerry E. Hendershot,William D. Mosher,10,8,famplan,demography,,,3
Gerry E. Hendershot,William F. Pratt,10,1,famplan,famplan,,,1
Gerry E. Hendershot,Sara R. Millman,10,1,famplan,famplan,,,1
Frances E. Kobrin,Gerry E. Hendershot,6,10,famplan,famplan,,,1
Gerry E. Hendershot,Stephanie J. Ventura,10,1,famplan,pubh,,,1
Gerry E. Hendershot,Kenneth W. Eckhardt,10,1,famplan,pubh,,,1
Haryono Suyono,Jeremiah Sullivan,6,1,famplan,famplan,,,1
Jeremiah Sullivan,Wongsokusumo Bahrawi,1,1,famplan,famplan,,,1
A. Hartoadi,Jeremiah Sullivan,1,1,famplan,famplan,,,1
T. W. Pullum,V. C. Chidambaram,1,2,demography,demography,,,1
Barbara Vaughan,William R. Grady,3,2,famplan,famplan,,,1
Barbara Vaughan,Marilyn B. Hirsch,3,2,famplan,famplan,,,1
Barbara Vaughan,Nelma Keen,3,1,famplan,famplan,,,1
Barbara Vaughan,James Trussell,3,24,famplan,demography,,,2
Barbara Vaughan,Jane Menken,3,11,famplan,demography,,Menken,2
Barbara L. Lindheim,Barbara Vaughan,3,3,famplan,famplan,,,1
Barbara Vaughan,Elise F. Jones,3,9,famplan,demography,,,1
Allan G. King,Frank D. Bean,2,10,demography,sociology,,,1
Frank D. Bean,Jeffrey S. Passel,10,4,sociology,statistics,,,1
Frank D. Bean,Gray Swicegood,10,1,sociology,sociology,,,1
Frank D. Bean,John P. Marcum,10,3,sociology,demography,,,2
Frank D. Bean,W. Parker Frisbie,10,7,sociology,demography,,Frisbie,2
Frank D. Bean,Isaac W. Eberstein,10,2,sociology,demography,,,1
Antonio Ugalde,Frank D. Bean,1,10,demography,sociology,,,1
Frank D. Bean,Gilbert CáRdenas,10,1,sociology,demography,,,1
Frank D. Bean,Harley L. Browning,10,1,sociology,demography,,,1
Charles H. Wood,Frank D. Bean,3,10,demography,sociology,,,1
Frank D. Bean,Linda H. Aiken,10,1,sociology,demography,,,1
Frank D. Bean,Russell L. Curtis Jr.,10,1,sociology,demography,,,1
Frank D. Bean,Susan H. Cochrane,10,2,sociology,demography,,,1
Larry Freshnock,Phillips Cutright,1,13,demography,demography,,,1
Lowell Hargens,Phillips Cutright,1,13,demography,demography,,,1
Phillips Cutright,William R. Kelly,13,4,demography,famplan,,,3
David Hittle,Phillips Cutright,1,13,demography,demography,,,1
Michael Hout,Phillips Cutright,7,13,demography,demography,,,1
David R. Johnson,Phillips Cutright,1,13,sociology,demography,,,1
Frederick S. Jaffe,Phillips Cutright,7,13,famplan,demography,,,2
Lyle Peter Groeneveld,Phillips Cutright,1,13,famplan,demography,,,1
Jeff A. Borders,Phillips Cutright,1,13,famplan,demography,,,1
Pamela K. Hecht,Phillips Cutright,1,13,sociology,demography,,,1
Edward Shorter,Phillips Cutright,2,13,history,demography,,,1
Barbara L. Lindheim,Maureen A. Cotterill,3,2,famplan,famplan,,,2
Maureen A. Cotterill,Richard Lincoln,2,7,famplan,famplan,,,1
Brigitte Doring-Bradley,Maureen A. Cotterill,2,2,famplan,famplan,,,1
Jose Garcia-Nunez,Raul Rodriguez-Barocio,2,1,famplan,famplan,,,1
Jose Garcia-Nunez,Manuel Urbina-Fuentes,2,1,famplan,famplan,,,1
Deirdre Wulf,Jose Garcia-Nunez,11,2,famplan,famplan,,,1
Charles W. Warren,Jose Garcia-Nunez,4,2,pubh,famplan,,,1
Jack C. Smith,Jose Garcia-Nunez,8,2,famplan,famplan,,,1
Jose Garcia-Nunez,Roger W. Rochat,2,7,famplan,pubh,,,1
Jorge Martinez-Manautou,Jose Garcia-Nunez,1,2,famplan,famplan,,,1
Irving Sivin,Olivia Mcdonald,6,1,famplan,famplan,,,1
Francisco Alvarez-Sanchez,Olivia Mcdonald,2,1,famplan,famplan,,,1
Olivia Mcdonald,Soledad Diaz,1,2,famplan,famplan,,,1
Olivia Mcdonald,Pentti Holma,1,2,famplan,famplan,,,1
Elsimar Coutinho,Olivia Mcdonald,1,1,famplan,famplan,,,1
Dale N. Robertson,Olivia Mcdonald,2,1,famplan,famplan,,,1
John Knodel,Napaporn Havanon,17,1,demography,demography,,,1
Anthony Pramualratana,Napaporn Havanon,1,1,demography,demography,,,1
Robert M. Hauser,William H. Sewell,4,2,demography,general,,,1
Robert M. Hauser,Wendy C. Wolf,4,2,demography,demography,,,1
Robert M. Hauser,Susan G. Janssen,4,1,demography,demography,,,1
John N. Koffel,Robert M. Hauser,2,4,sociology,demography,,,2
Harry P. Travis,Robert M. Hauser,2,4,sociology,demography,,,2
Peter J. Dickinson,Robert M. Hauser,2,4,sociology,demography,,,2
Gretchen Berggren,Stephen J. Williams,1,2,demography,demography,,,1
Gretchen Berggren,Nirmala Murthy,1,1,demography,demography,,,1
W. Parker Mauldin,Zenas Sykes,10,1,demography,famplan,Mauldin,,1
Bernard Berelson,Zenas Sykes,12,1,demography,famplan,Berelson,,1
Geraldine P. Mineau,J. Dennis Willigan,3,2,demography,demography,,,2
Douglas L. Anderton,J. Dennis Willigan,3,2,demography,demography,,,1
J. Dennis Willigan,Lee L. Bean,2,2,demography,demography,,,2
J. Dennis Willigan,Katherine A. Lynch,2,1,demography,demography,,,1
Lyle Peter Groeneveld,Phillips Cutright,1,13,famplan,demography,,,1
Andrew Cherlin,Jeanne Griffith,5,1,sociology,demography,Cherlin,,1
Andrew Cherlin,James Mccarthy,5,8,sociology,demography,Cherlin,,1
Andrew Cherlin,Robert W. Hodge,5,2,sociology,sociology,Cherlin,,1
Andrew Cherlin,Carin Celebuski,5,1,sociology,demography,Cherlin,,1
Douglas H. Huber,John A. Ross,3,7,famplan,demography,,,1
Atiqur Rahman Khan,Douglas H. Huber,4,3,demography,famplan,,,1
Douglas H. Huber,Sallie Craig Huber,3,1,famplan,famplan,,,1
Christopher Tietze,Sung-Bong Hong,20,1,famplan,famplan,,,1
Barbara Entwisle,C. R. Winegarden,3,1,economics,economics,,,1
Kristin A. Moore,Sandra L. Hofferth,7,7,sociology,sociology,,,2
Kristin A. Moore,Richard F. Wertheimer,7,1,sociology,famplan,,,1
Kristin A. Moore,Linda J. Waite,7,9,sociology,demography,,Waite,3
Kristin A. Moore,Steven B. Caldwell,7,1,sociology,famplan,,,1
T. R. Balakrishnan,Tongplaew Narkavonnakit,2,4,demography,famplan,,,1
T. R. Balakrishnan,Tony Bennett,2,4,demography,famplan,,,1
Jane T. Bertrand,Rosa Judith Cisneros,6,1,demography,famplan,,,1
G. Roberto Santiso,Rosa Judith Cisneros,4,1,famplan,famplan,,,1
Felix Mascarin,Rosa Judith Cisneros,3,1,famplan,famplan,,,1
Leo Morris,Rosa Judith Cisneros,9,1,famplan,famplan,,,1
James Trussell,Robert A. Hatcher,24,1,demography,famplan,,,1
Susan E. Holck,Willard Cates Jr.,2,9,famplan,pubh,,,1
Kenneth F. Schulz,Willard Cates Jr.,3,9,famplan,pubh,,,2
David A. Grimes,Willard Cates Jr.,2,9,famplan,pubh,,,2
Carol J. Rowland Hogue,Willard Cates Jr.,1,9,famplan,pubh,,,1
Christopher Tietze,Willard Cates Jr.,20,9,famplan,pubh,,,2
Roger Rochat,Willard Cates Jr.,1,9,famplan,pubh,,,1
Judith Bourne Rooks,Willard Cates Jr.,1,9,famplan,pubh,,,1
Nancy Binkin,Willard Cates Jr.,1,9,famplan,pubh,,,1
Julian Gold,Willard Cates Jr.,1,9,famplan,pubh,,,1
Carl W. Tyler Jr.,Willard Cates Jr.,2,9,famplan,pubh,,,1
Jack C. Smith,Willard Cates Jr.,8,9,famplan,pubh,,,1
Hazel Ashurst,John Cleland,1,2,famplan,famplan,,,1
Hazel Ashurst,John B. Casterline,1,2,famplan,famplan,,,1
Hazel Ashurst,Susheela Singh,1,2,famplan,demography,,,1
John Mcdonald,Samuel H. Preston,3,16,statistics,statistics,,Preston,1
Francis X. Buchmeier,James A. Palmore,1,8,famplan,demography,,,1
Francis X. Buchmeier,Michael J. Furlong,1,1,famplan,famplan,,,1
Francis X. Buchmeier,Insook Han Park,1,1,famplan,famplan,,,1
Francis X. Buchmeier,Laura M. Souder,1,1,famplan,famplan,,,1
Robert W. Fogel,Roderick Floud,2,1,history,history,,,1
Roderick Floud,Stanley L. Engerman,1,6,history,history,,,1
Gerald Friedman,Roderick Floud,1,1,history,history,,,1
Robert A. Margo,Roderick Floud,3,1,history,history,,,1
Kenneth Sokoloff,Roderick Floud,2,1,history,history,,,1
Richard H. Steckel,Roderick Floud,6,1,history,history,,,1
Roderick Floud,T. James Trussell,1,8,history,famplan,,,1
Georgia Villaflor,Roderick Floud,1,1,history,history,,,1
Kenneth W. Wachter,Roderick Floud,5,1,general,history,,,1
Dudley L. Poston Jr.,Walter T. Martin,5,1,sociology,demography,,,1
Lincoln C. Chen,Rafiqul Huda Chaudhury,10,3,famplan,demography,,,1
Charles J. Mode,Roger C. Avery,1,5,demography,famplan,,,1
Charles J. Mode,Gary S. Littman,1,1,demography,demography,,,1
Charles J. Mode,Robert G. Potter,1,15,demography,famplan,,,1
Leo Morris,Richard S. Monteith,9,2,famplan,famplan,,,2
John E. Anderson,Richard S. Monteith,14,2,pubh,famplan,,,2
Richard S. Monteith,Roberto Kriskovich,2,1,famplan,famplan,,,1
Juan Schoemaker,Richard S. Monteith,1,2,famplan,famplan,,,1
Odon Frutos,Richard S. Monteith,1,2,famplan,famplan,,,1
Felix Mascarin,Richard S. Monteith,3,2,famplan,famplan,,,1
Allan Rosenfield,Deborah Maine,4,7,famplan,famplan,,,1
Deborah Maine,Martin E. Gorosh,7,3,famplan,famplan,,,1
Jacqueline D. Forrest,Mary Chamie,3,4,famplan,demography,,,2
Jacqueline D. Forrest,Stanley K. Henshaw,3,8,famplan,famplan,,,1
Albert I. Hermalin,Jacqueline D. Forrest,6,3,demography,famplan,Hermalin,,1
Asta M. Kenney,Jacqueline D. Forrest,1,3,famplan,famplan,,,1
Aida Torres,Jacqueline D. Forrest,8,3,famplan,famplan,,,2
Jacqueline D. Forrest,Susan Eisman,3,3,famplan,famplan,,,1
Jacqueline D. Forrest,Margaret Terry Orr,3,2,famplan,famplan,,,1
Claudia Goldin,Kenneth Sokoloff,3,2,history,history,,,1
Antonio Marcio Tavares Thome,John E. Anderson,2,14,famplan,pubh,,,2
Antonio Marcio Tavares Thome,Walter Rodrigues,2,3,famplan,famplan,,,2
Aida Torres,Jacqueline Darroch Forrest,8,9,famplan,demography,,,3
Jacqueline Darroch Forrest,Susan Eisman,9,3,demography,famplan,,,2
Christopher Tietze,Jacqueline Darroch Forrest,20,9,famplan,demography,,,2
Ellen Sullivan,Jacqueline Darroch Forrest,2,9,famplan,demography,,,2
Charles F. Westoff,Jacqueline Darroch Forrest,29,9,demography,demography,Westoff,,1
Jacqueline Darroch Forrest,Jane S. Delung,9,1,demography,famplan,,,1
Jacqueline Darroch Forrest,Noreen Goldman,9,13,demography,famplan,,,1
Jacqueline Darroch Forrest,Stanley K. Henshaw,9,8,demography,famplan,,,3
Ellen Blaine,Jacqueline Darroch Forrest,1,9,famplan,demography,,,1
