source,target,scount,tcount,sfield,tfield,slast,tlast,weight
Edmundo Paredes,Mark R. Montgomery,1,5,demography,demography,,,1
Edmundo Paredes,Michele Gragnolati,1,2,demography,demography,,,1
Edmundo Paredes,Kathleen A. Burke,1,1,demography,demography,,,1
Daniel Goodkind,Loraine West,8,1,famplan,demography,,,1
Maxine Weinstein,Ming-Cheng Chang,2,2,eugenics,eugenics,,,1
Albert Hermalin,Ming-Cheng Chang,1,2,eugenics,eugenics,Hermalin,,1
Daniel D. Greenfield,Ming-Cheng Chang,1,2,eugenics,eugenics,,,1
Ming-Cheng Chang,Zachary Zimmer,2,3,eugenics,demography,,,1
Linda G. Martin,Ming-Cheng Chang,3,2,demography,eugenics,,,1
Douglas S. Massey,Elizabeth Fussell,24,4,sociology,sociology,Massey,,1
Alberto Palloni,Elizabeth Fussell,10,4,eugenics,sociology,Palloni,,1
Lori M. Hunter,Matt Stevenson,5,1,demography,demography,,,1
Manuel De J. Gonzalez G.,Matt Stevenson,1,1,demography,demography,,,1
Kimberly S. Karish,Matt Stevenson,1,1,demography,demography,,,1
Matt Stevenson,Richard Toth,1,1,demography,demography,,,1
Matt Stevenson,Thomas C. Edwards Jr.,1,1,demography,demography,,,1
Matt Stevenson,Robert J. Lilieholm,1,1,demography,demography,,,1
Mary Cablk,Matt Stevenson,1,1,demography,demography,,,1
Kyle Crowder,Richard D. Alba,3,8,sociology,demography,,,1
John R. Logan,Kyle Crowder,10,3,demography,sociology,,,1
Katherine Trent,Kyle Crowder,1,3,demography,sociology,,,1
Jay Teachman,Kyle Crowder,6,3,sociology,sociology,,,1
Anne Terborgh,James E. Rosen,1,1,famplan,famplan,,,1
Anne Terborgh,Roberto Santiso Galvez,1,1,famplan,famplan,,,1
Anne Terborgh,Willy Terceros,1,1,famplan,famplan,,,1
Anne Terborgh,Jane T. Bertrand,1,5,famplan,famplan,,,1
Anne Terborgh,Sheana E. Bull,1,1,famplan,famplan,,,1
Anna Glasier,Susheel Kaur,1,1,famplan,famplan,,,1
Evert Ketting,Susheel Kaur,2,1,famplan,famplan,,,1
Susheel Kaur,V. T. Palan,1,1,famplan,famplan,,,1
Lesley Browne,Susheel Kaur,1,1,famplan,famplan,,,1
Susheel Kaur,Xiao Bilian,1,2,famplan,famplan,,,1
Josue Garza-Flores,Susheel Kaur,1,1,famplan,famplan,,,1
L. Vasquez Estrada,Susheel Kaur,1,1,famplan,famplan,,,1
Grace Delano,Susheel Kaur,1,1,famplan,famplan,,,1
Grace Faoye,Susheel Kaur,1,1,famplan,famplan,,,1
Charlotte Ellertson,Susheel Kaur,10,1,famplan,famplan,,,1
Elizabeth Armstrong,Susheel Kaur,2,1,famplan,famplan,,,1
A. J. Francis Zavier,P. N. Mari Bhat,1,7,demography,famplan,,,1
Monica Das Gupta,P. N. Mari Bhat,6,7,eugenics,famplan,,,1
P. N. Mari Bhat,Shiva S. Halli,7,2,famplan,demography,,,1
K. Navaneetham,P. N. Mari Bhat,1,7,famplan,famplan,,,1
P. N. Mari Bhat,S. Irudaya Rajan,7,2,famplan,demography,,,1
Marcus W. Feldman,Shripad Tuljapurkar,2,5,general,statistics,,,1
Marcus W. Feldman,Nan Li,2,3,general,general,,,1
Marcus W. Feldman,Shuzhuo Li,2,1,general,demography,,,1
Marcus W. Feldman,Xiaoyi Jin,2,1,general,demography,,,1
Dawn M. Upchurch,Jyoti Mudgal,6,1,famplan,demography,,,1
Carol S. Aneshensel,Jyoti Mudgal,3,1,famplan,demography,,,1
Clea Sucoff Mcneely,Jyoti Mudgal,2,1,demography,demography,,,1
Margarita Diaz,Maria Yolanda Makuch,5,1,famplan,famplan,,,1
Maria Yolanda Makuch,Ruth Simmons,1,7,famplan,famplan,,,1
Juan Diaz,Maria Yolanda Makuch,4,1,famplan,famplan,,,1
Carlos Gonzalez,Maria Yolanda Makuch,1,1,famplan,famplan,,,1
Debora Bossemeyer,Maria Yolanda Makuch,1,1,famplan,famplan,,,1
AméLie Quesnel-ValléE,S. Philip Morgan,1,19,demography,sociology,,Morgan,1
Hein Moors,Nico Van Nimwegen,2,1,eugenics,eugenics,,,1
Hein Moors,Marieke Blommesteijn,2,2,eugenics,eugenics,,,1
Gijs Beets,Hein Moors,1,2,eugenics,eugenics,,,1
Hein Moors,Ingrid Esveldt,2,2,eugenics,eugenics,,,1
Elsbeth Van Dam,Hein Moors,1,2,eugenics,eugenics,,,1
Surinder Wadhera,Wayne J. Millar,1,1,famplan,famplan,,,1
Stanley K. Henshaw,Wayne J. Millar,11,1,famplan,famplan,,,1
Xiao Zhenyu,Zeng Yi,1,9,demography,demography,,,1
James W. Vaupel,Xiao Zhenyu,13,1,general,demography,,,1
Xiao Zhenyu,Zhang Chunyuan,1,1,demography,demography,,,1
Liu Yuzhi,Xiao Zhenyu,1,1,demography,demography,,,1
Andres Peri,Thomas W. Pullum,1,2,demography,history,,,1
Myron P. Gutmann,Thomas W. Pullum,5,2,demography,history,,,1
Sara M. Pullum-PiñóN,Thomas W. Pullum,1,2,history,history,,,1
Chen Chunjun,Zeng Yi,1,9,demography,demography,,,1
Chen Chunjun,Wang Zhenglian,1,2,demography,demography,,,1
Chen Chunjun,Ma Zhongdong,1,1,demography,demography,,,1
Betemariam Berhanu,Michael White,3,2,economics,demography,,,1
Alice Goldstein,Michael White,2,2,demography,demography,,,1
Michael White,Sidney Goldstein,2,3,demography,demography,,Goldstein,1
Lori M. Hunter,Manuel De J. Gonzalez G.,5,1,demography,demography,,,1
Manuel De J. Gonzalez G.,Matt Stevenson,1,1,demography,demography,,,1
Kimberly S. Karish,Manuel De J. Gonzalez G.,1,1,demography,demography,,,1
Manuel De J. Gonzalez G.,Richard Toth,1,1,demography,demography,,,1
Manuel De J. Gonzalez G.,Thomas C. Edwards Jr.,1,1,demography,demography,,,1
Manuel De J. Gonzalez G.,Robert J. Lilieholm,1,1,demography,demography,,,1
Manuel De J. Gonzalez G.,Mary Cablk,1,1,demography,demography,,,1
Jay Teachman,Randal Day,6,1,sociology,demography,,,1
Kathleen Paasch,Randal Day,1,1,demography,demography,,,1
Karen Carver,Randal Day,2,1,demography,demography,,,1
Randal Day,Vaughn Call,1,3,demography,demography,,,1
Donald R. Hoover,John S. Santelli,1,6,famplan,famplan,,,1
Anthony C. Kouzis,Donald R. Hoover,1,1,famplan,famplan,,,1
Donald R. Hoover,Michele Polacsek,1,1,famplan,famplan,,,1
Donald R. Hoover,Lawanda G. Burwell,1,2,famplan,famplan,,,1
David D. Celentano,Donald R. Hoover,2,1,famplan,famplan,,,1
Evam Kofi Glover,Joana Nerquaye-Tetteh,1,1,famplan,famplan,,,1
Angela Bannerman,Joana Nerquaye-Tetteh,1,1,famplan,famplan,,,1
Brian Wells Pence,Joana Nerquaye-Tetteh,1,1,famplan,famplan,,,1
Heidi Jones,Joana Nerquaye-Tetteh,5,1,famplan,famplan,,,1
Joana Nerquaye-Tetteh,Robert Miller,1,1,famplan,famplan,,,1
Eugene Weiss,Joana Nerquaye-Tetteh,1,1,famplan,famplan,,,1
Anika Rahman,Laura Katzive,1,1,famplan,famplan,,,1
Anika Rahman,Stanley K. Henshaw,1,11,famplan,famplan,,,1
Beverly Winikoff,Karen Stein,8,1,general,famplan,,,1
Beverly Winikoff,Diana Measham,8,1,general,famplan,,,1
Beverly Winikoff,Irving Sivin,8,3,general,famplan,,,1
Beverly Winikoff,Kurus J. Coyaji,8,1,general,famplan,,,1
Beverly Winikoff,Evelio Cabezas,8,1,general,famplan,,,1
Beverly Winikoff,Xiao Bilian,8,2,general,famplan,,,1
Beverly Winikoff,Gu Sujuan,8,1,general,famplan,,,1
Beverly Winikoff,Du Ming-Kun,8,1,general,famplan,,,1
Beverly Winikoff,Usha R. Krishna,8,1,general,famplan,,,1
Andrea Eschen,Beverly Winikoff,1,8,famplan,general,,,1
Beverly Winikoff,Charlotte Ellertson,8,10,general,famplan,,,3
Beverly Winikoff,Nguyen Thi Nhu Ngoc,8,2,general,famplan,,,1
Beverly Winikoff,Shelley Clark,8,4,general,demography,,,1
Beverly Winikoff,Khong Ngoc Am,8,1,general,famplan,,,1
Beverly Winikoff,Do Trong Hieu,8,3,general,famplan,,,1
Batya Elul,Beverly Winikoff,1,8,famplan,general,,,1
Beverly Winikoff,Wendy R. Ewart,8,1,general,general,,,1
Beverly Winikoff,Elizabeth Armstrong,8,2,general,famplan,,,1
Beverly Winikoff,Sharon Camp,8,1,general,famplan,,,1
Beverly Winikoff,Pramilla Senanayake,8,1,general,famplan,,,1
Beverly Winikoff,Nancy L. Sloan,8,2,general,famplan,,,2
Beverly Winikoff,Fariyal F. Fikree,8,3,general,famplan,,,1
Beverly Winikoff,Nicole Haberland,8,1,general,famplan,,,1
Beverly Winikoff,Christa Coggins,8,1,general,famplan,,,1
Beverly Winikoff,Christopher Elias,8,2,general,famplan,,,1
Mary C. Brinton,William L. Parish,2,2,sociology,sociology,,,1
William L. Parish,Yean-Ju Lee,2,1,sociology,sociology,,,1
Ethan Michelson,William L. Parish,1,2,sociology,sociology,,,1
Fengyu Zhang,Susan E. Short,1,9,demography,sociology,,,1
Ann Berrington,Julie Jefferies,3,1,demography,demography,,,1
Ian Diamond,Julie Jefferies,9,1,demography,demography,,,1
Jason D. Boardman,Yolanda C. Padilla,3,2,sociology,demography,,,2
Robert A. Hummer,Yolanda C. Padilla,13,2,sociology,demography,,,2
Marilyn Espitia,Yolanda C. Padilla,1,2,sociology,demography,,,1
Daniel A. Powers,Yolanda C. Padilla,3,2,demography,demography,,,1
Albert Hermalin,Maxine Weinstein,1,2,eugenics,eugenics,Hermalin,,1
Albert Hermalin,Ming-Cheng Chang,1,2,eugenics,eugenics,Hermalin,,1
Albert Hermalin,Daniel D. Greenfield,1,1,eugenics,eugenics,Hermalin,,1
Dirgha J. Ghimire,Lynette F. Hoelter,1,1,demography,demography,,,1
Dirgha J. Ghimire,William G. Axinn,1,12,demography,sociology,,,1
John C. Caldwell,Pat Caldwell,18,6,famplan,demography,,,6
I. O. Orubuloye,Pat Caldwell,1,6,demography,demography,,,1
Barkat-E-Khuda,Pat Caldwell,8,6,demography,demography,,,1
Bruce Caldwell,Pat Caldwell,4,6,demography,demography,,,1
Indrani Pieris,Pat Caldwell,3,6,famplan,demography,,,2
Bruce K. Caldwell,Pat Caldwell,3,6,famplan,demography,,,1
Julide Ergin,Pinar Senlet,1,2,famplan,famplan,,,1
Julide Ergin,Levent Cagatay,1,1,famplan,famplan,,,1
Jill Mathis,Julide Ergin,2,1,famplan,famplan,,,1
Frans Van Poppel,Frans Willekens,10,2,demography,eugenics,,,1
Ewa Tabeau,Frans Willekens,2,2,eugenics,eugenics,,,1
Frans Willekens,Sabu S. Padmadas,2,2,eugenics,famplan,,,1
Frans Willekens,Inge Hutter,2,1,eugenics,famplan,,,1
Maria Krysan,Reynolds Farley,2,5,demography,sociology,,Farley,1
John R. Logan,Reynolds Farley,10,5,demography,sociology,,Farley,1
Brian J. Stults,Reynolds Farley,4,5,demography,sociology,,Farley,1
Reynolds Farley,William H. Frey,5,5,sociology,demography,Farley,,1
Reynolds Farley,Richard Alba,5,5,sociology,demography,Farley,,1
Do Trong Hieu,Trinh Huu Vach,3,1,famplan,famplan,,,1
Robert Hanenberg,Trinh Huu Vach,1,1,famplan,famplan,,,1
Dao Quang Vinh,Trinh Huu Vach,1,1,famplan,famplan,,,1
David Sokal,Trinh Huu Vach,1,1,famplan,famplan,,,1
Cecilia Menjivar,Lisa Greenwell,1,2,demography,demography,,,1
Julie Davanzo,Lisa Greenwell,3,2,demography,demography,,,1
Lisa Greenwell,R. Burciaga Valdez,2,2,demography,demography,,,1
Arleen Leibowitz,Lisa Greenwell,3,2,demography,demography,,,1
Jacob Alex Klerman,Lisa Greenwell,3,2,economics,demography,,,1
Patricio Solis,Starling G. Pullum,1,5,demography,sociology,,,1
Patricio Solis,W. Parker Frisbie,1,11,demography,sociology,,Frisbie,1
DȧVid C. Ribar,John M. Fitzgerald,1,2,demography,demography,,,1
David C. Ribar,John M. Fitzgerald,4,2,famplan,demography,,,1
Debra Donahoe,Sigal Alon,1,1,sociology,sociology,,,1
Debra Donahoe,Marta Tienda,1,6,sociology,sociology,,Tienda,1
Adriana Kemp,Rebeca Raijman,1,3,demography,demography,,,1
Kate Fisher,Simon Szreter,2,5,history,demography,,,1
Robert A. Nye,Simon Szreter,1,5,history,demography,,,1
Frans Van Poppel,Simon Szreter,10,5,demography,demography,,,1
Eilidh Garrett,Simon Szreter,1,5,demography,demography,,,1
Graham Mooney,Simon Szreter,1,5,history,demography,,,1
David F. Sly,Kara Riehman,3,1,famplan,famplan,,,1
David Quadagno,Kara Riehman,3,1,famplan,famplan,,,1
Dianne F. Harrison,Kara Riehman,3,1,famplan,famplan,,,1
Isaac Eberstein,Kara Riehman,1,1,famplan,famplan,,,1
Frederick A. D. Kaona,Naomi Rutenberg,1,4,famplan,famplan,,,1
Ann E. Biddlecom,Frederick A. D. Kaona,7,1,demography,famplan,,,1
Gijs Beets,Nico Van Nimwegen,1,1,eugenics,eugenics,,,1
Gijs Beets,Marieke Blommesteijn,1,2,eugenics,eugenics,,,1
Gijs Beets,Hein Moors,1,2,eugenics,eugenics,,,1
Elizabeth G. Menaghan,Frank L. Mott,2,3,demography,famplan,,,1
Elizabeth G. Menaghan,Michelle M. Fondell,2,1,demography,famplan,,,1
Elizabeth G. Menaghan,Paul N. Hu,2,1,demography,famplan,,,1
Elizabeth G. Menaghan,Lori Kowaleski-Jones,2,2,demography,famplan,,,1
Elizabeth G. Menaghan,Toby L. Parcel,2,2,demography,demography,,,1
David P. Lindstrom,Nathanael Lauster,8,1,famplan,demography,,,1
Jay Teachman,Karen Carver,6,2,sociology,demography,,,1
Karen Carver,Randal Day,2,1,demography,demography,,,1
Karen Carver,Kathleen Paasch,2,1,demography,demography,,,1
Karen Carver,Vaughn Call,2,3,demography,demography,,,1
Alan Booth,Karen Carver,4,2,demography,demography,,,1
Douglas A. Granger,Karen Carver,1,2,demography,demography,,,1
Barbara Janowitz,Kanta Jamil,4,1,famplan,famplan,,,1
Kanta Jamil,Matthew Holtman,1,2,famplan,famplan,,,1
David Hubacher,Kanta Jamil,3,1,famplan,famplan,,,1
Daniel T. Lichter,Samantha Friedman,6,3,famplan,demography,,,1
Emily Rosenbaum,Samantha Friedman,4,3,demography,demography,,,2
Emilio A. Parrado,Jorge Durand,5,2,demography,demography,,,2
Emilio A. Parrado,William Kandel,5,3,demography,sociology,,,1
Douglas S. Massey,Emilio A. Parrado,24,5,sociology,demography,Massey,,2
Emilio A. Parrado,Marcela Cerrutti,5,2,demography,demography,,,1
Emilio A. Parrado,René M. Zenteno,5,1,demography,demography,,,1
Belay Biratu,Dennis P. Hogan,1,6,famplan,sociology,,,1
Mary Blair-Loy,Ross M. Stolzenberg,1,2,sociology,sociology,,,1
Linda J. Waite,Ross M. Stolzenberg,9,2,sociology,sociology,Waite,,2
Marin Clarkberg,Ross M. Stolzenberg,2,2,sociology,sociology,,,1
Nicola Standish,Robert Schoen,1,11,demography,sociology,,,1
Robert A. Nye,Simon Szreter,1,5,history,demography,,,1
Frans Van Poppel,Robert A. Nye,10,1,demography,history,,,1
Douglas S. Massey,Ilana Redstone,24,1,sociology,demography,Massey,,1
Mary C. Waters,Philip Kasinitz,1,2,demography,demography,,,1
John Mollenkopf,Mary C. Waters,1,1,demography,demography,,,1
Mignon R. Moore,P. Lindsay Chase-Lansdale,1,4,demography,sociology,,,1
Paul A. Nakonezny,Robert D. Shull,2,1,demography,demography,,,1
Joseph Lee Rodgers,Paul A. Nakonezny,3,2,demography,demography,,,2
Paul A. Nakonezny,Rebecca Reddick,2,1,demography,demography,,,1
Edward J. Castronova,Hilke Kayser,1,1,demography,demography,,,1
Edward J. Castronova,Joachim R. Frick,1,2,demography,demography,,,1
Edward J. Castronova,Gert G. Wagner,1,2,demography,demography,,,1
Derrick Thomas,Monica Boyd,1,4,demography,demography,,,1
Jeffrey A. Burr,Michael P. Massagli,7,1,demography,sociology,,,1
Jan E. Mutchler,Michael P. Massagli,3,1,demography,sociology,,,1
Amy M. Pienta,Michael P. Massagli,1,1,sociology,sociology,,,1
James F. Phillips,Mian Bazle Hossain,11,6,demography,demography,,,3
James F. Phillips,Thomas K. Legrand,11,2,demography,demography,,,1
James F. Phillips,Philip B. Adongo,11,2,demography,famplan,,,2
Fred N. Binka,James F. Phillips,4,11,famplan,demography,,,4
James F. Phillips,John C. Caldwell,11,18,demography,famplan,,,1
Barkat-E-Khuda,James F. Phillips,8,11,demography,demography,,,1
Elizabeth F. Jackson,James F. Phillips,2,11,famplan,demography,,,2
James F. Phillips,Patricia Akweongo,11,3,demography,famplan,,,2
Evelyn Sakeah,James F. Phillips,1,11,famplan,demography,,,1
Abraham Hodgson,James F. Phillips,1,11,famplan,demography,,,1
James F. Phillips,Rofina Asuru,11,1,demography,famplan,,,1
Cornelius Debpuur,James F. Phillips,3,11,eugenics,demography,,,2
Alex Nazzar,James F. Phillips,3,11,famplan,demography,,,3
James F. Phillips,Pierre Ngom,11,3,demography,famplan,,,1
Ayaga Agula Bawah,James F. Phillips,3,11,eugenics,demography,,,1
James F. Phillips,Ruth Simmons,11,7,demography,famplan,,,1
James F. Phillips,Mary Arends-Kuenning,11,8,demography,demography,,,1
Janet Currie,Rosemary Hyson,3,1,economics,economics,,,1
Ellen Kruse,Wendy Post,1,1,demography,demography,,,1
Ellen Kruse,Frans Van Poppel,1,10,demography,demography,,,1
Ellen Kruse,Evert Van Imhoff,1,4,demography,demography,,,1
Catherine A. Hagen,James A. Hanley,2,1,famplan,famplan,,,1
James A. Hanley,Tesfaye Shiferaw,1,1,famplan,famplan,,,1
James M. Raymo,Yu Xie,4,9,sociology,demography,,,1
Karen R. Katz,Laura M. Johnson,1,1,famplan,famplan,,,1
Barbara Janowitz,Karen R. Katz,4,1,famplan,famplan,,,1
José Miguel Carranza,Karen R. Katz,1,1,famplan,famplan,,,1
David J. Eggebeen,Dennis P. Hogan,3,6,sociology,sociology,,,1
Adam Davey,David J. Eggebeen,1,3,demography,sociology,,,1
Chris Knoester,David J. Eggebeen,1,3,demography,sociology,,,1
Aart C. Liefbroer,Arnold Peters,8,1,history,demography,,,1
Linda J. Piccinino,William D. Mosher,2,5,famplan,famplan,,,1
Christine A. Bachrach,William D. Mosher,2,5,famplan,famplan,,,1
Linda S. Peterson,William D. Mosher,1,5,famplan,famplan,,,1
John E. Anderson,William D. Mosher,2,5,famplan,famplan,,,1
Robert Brackbill,William D. Mosher,1,5,famplan,famplan,,,1
Kenneth H. Fliess,Myron P. Gutmann,1,5,history,demography,,,1
Eric Stallard,Kenneth G. Manton,2,6,demography,general,,,2
Eric Stallard,Larry Corder,2,2,demography,demography,,,2
Eliya Msiyaphazi Zulu,Monica Akinyi Magadi,4,1,famplan,demography,,,1
Eliya Msiyaphazi Zulu,Martin Brockerhoff,4,4,famplan,demography,,,1
Eliya Msiyaphazi Zulu,F. Nii-Amoo Dodoo,4,7,famplan,famplan,,,1
Alex Chika-Ezeh,Eliya Msiyaphazi Zulu,1,4,demography,famplan,,,1
Eliya Msiyaphazi Zulu,Kate Miller,4,1,famplan,famplan,,,1
Eliya Msiyaphazi Zulu,Susan Cotts Watkins,4,11,famplan,famplan,,,1
Lee A. Lillard,Robert J. Willis,7,4,sociology,economics,,,1
Elizabeth Frankenberg,Robert J. Willis,6,4,famplan,economics,,,1
Lee Lillard,Robert J. Willis,1,4,demography,economics,,,1
John G. Haaga,Robert J. Willis,3,4,famplan,economics,,,1
Daniel Goodkind,Phan Thuc Anh,8,2,famplan,famplan,,,1
Daniel Goodkind,Loraine West,8,1,famplan,demography,,,1
John S. Santelli,Mary Davis,6,1,famplan,famplan,,,1
David D. Celentano,Mary Davis,2,1,famplan,famplan,,,1
Aria Davis Crump,Mary Davis,1,1,famplan,famplan,,,1
Lawanda G. Burwell,Mary Davis,2,1,famplan,famplan,,,1
Daniel H. Klepinger,Shelly Lundberg,2,2,famplan,demography,,,1
Daniel H. Klepinger,Robert D. Plotnick,2,1,famplan,famplan,,,1
Daniel H. Klepinger,William R. Grady,2,2,famplan,famplan,,,1
Anjanette Nelson-Wally,Daniel H. Klepinger,1,2,famplan,famplan,,,1
Elizabeth Arias,Susan De Vos,4,2,general,general,,,1
Alberto Palloni,Elizabeth Arias,10,4,eugenics,general,Palloni,,1
Bernard Pillet,Dudley Kirk,1,3,famplan,famplan,,Kirk,1
Joan R. Kahn,Leslie A. Whittington,1,4,demography,economics,,,1
Brian Roe,Leslie A. Whittington,1,4,demography,economics,,,1
Leslie A. Whittington,Sara Beck Fein,4,1,economics,demography,,,1
Leslie A. Whittington,Mario F. Teisl,4,1,economics,demography,,,1
H. Elizabeth Peters,Leslie A. Whittington,2,4,demography,economics,,,1
David C. Stapleton,Leslie A. Whittington,1,4,economics,economics,,,1
Mark Hill,Samuel H. Preston,1,9,demography,sociology,,Preston,1
Irma T. Elo,Mark Hill,8,1,sociology,demography,,,1
Ira Rosenwaike,Mark Hill,4,1,sociology,demography,,,1
Jane T. Bertrand,Marcia A. Angle,5,1,famplan,famplan,,,1
Karen Hardee,Marcia A. Angle,6,1,famplan,famplan,,,1
Marcia A. Angle,Robert J. Magnani,1,10,famplan,demography,,,1
Anna L. Gavrilova,Natalia S. Gavrilova,1,3,eugenics,general,,,1
Anna L. Gavrilova,Leonid A. Gavrilov,1,3,eugenics,general,,,1
Anna L. Gavrilova,Galina N. Evdokushkina,1,2,eugenics,eugenics,,,1
Anna L. Gavrilova,Victoria G. Semyonova,1,2,eugenics,eugenics,,,1
Anna L. Gavrilova,Natalia N. Evdokushkina,1,1,eugenics,eugenics,,,1
Anna L. Gavrilova,Yulia E. Kushnareva,1,1,eugenics,eugenics,,,1
Anna L. Gavrilova,Vyacheslav N. Kroutko,1,1,eugenics,eugenics,,,1
Alexander Yu. Andreyev,Anna L. Gavrilova,1,1,eugenics,eugenics,,,1
Christine Himes,Toni P. Miles,1,3,demography,demography,,,1
Elwood Carlson,Vicki Lamb,4,1,demography,famplan,,,1
Gary D. Sandefur,Thomas Wells,2,1,demography,sociology,,,1
Dennis P. Hogan,Thomas Wells,6,1,sociology,sociology,,,1
Fernando Rajulton,Zenaida R. Ravanera,2,1,general,demography,,,1
Thomas K. Burch,Zenaida R. Ravanera,4,1,eugenics,demography,,,1
Ira Rosenwaike,Leslie F. Stone,4,1,sociology,demography,,,1
A. Dharmalingam,S. Philip Morgan,3,19,famplan,sociology,,Morgan,2
Wu Deqing,Zeng Yi,1,9,demography,demography,,,1
I-Fen Lin,Yu-Hsuan Lin,2,1,demography,demography,,,1
Noreen Goldman,Yu-Hsuan Lin,7,1,eugenics,demography,,,1
Maxine Weinstein,Yu-Hsuan Lin,2,1,eugenics,demography,,,1
Tristan Gorrindo,Yu-Hsuan Lin,1,1,demography,demography,,,1
Teresa Seeman,Yu-Hsuan Lin,1,1,demography,demography,,,1
Larry L. Bumpass,Ronald R. Rindfuss,4,12,famplan,sociology,Bumpass,Rindfuss,1
Larry L. Bumpass,Minja Kim Choe,4,3,famplan,sociology,Bumpass,,1
Larry L. Bumpass,Noriko O. Tsuya,4,1,famplan,sociology,Bumpass,,1
Amy L. Godecker,Larry L. Bumpass,1,4,famplan,famplan,,Bumpass,1
Elizabeth Thomson,Larry L. Bumpass,6,4,famplan,famplan,,Bumpass,1
Larry L. Bumpass,R. Kelly Raley,4,7,famplan,sociology,Bumpass,,2
James A. Sweet,Larry L. Bumpass,1,4,demography,famplan,,Bumpass,1
Daniel T. Lichter,David C. Ribar,6,4,famplan,famplan,,,2
David C. Ribar,Diane K. Mclaughlin,4,4,famplan,famplan,,,2
David C. Ribar,John M. Fitzgerald,4,2,famplan,demography,,,1
Herbert L. Smith,Tu Ping,7,3,famplan,demography,,,2
M. Giovanna Merli,Tu Ping,4,3,demography,demography,,,1
Mark Hereward,Tu Ping,1,3,demography,demography,,,1
Mary C. Daly,Richard V. Burkhauser,2,1,demography,demography,,,1
Andrew J. Houtenville,Richard V. Burkhauser,1,1,demography,demography,,,1
Nigar Nargis,Richard V. Burkhauser,1,1,demography,demography,,,1
Bridget K. Gorman,Nancy S. Landale,4,12,demography,sociology,,,2
Bridget K. Gorman,R. S. Oropesa,4,8,demography,demography,,,2
Bridget K. Gorman,Stephanie A. Bohon,4,1,demography,demography,,,1
Bridget K. Gorman,Daniel Llanes,4,1,demography,sociology,,,1
Bridget K. Gorman,Mark D. Hayward,4,4,demography,sociology,,,1
Frank F. Furstenberg Jr.,Lynne Maziarz Geitz,11,1,famplan,famplan,,,1
Julien O. Teitler,Lynne Maziarz Geitz,3,1,general,famplan,,,1
Christopher C. Weiss,Lynne Maziarz Geitz,1,1,famplan,famplan,,,1
Ann E. Biddlecom,Martin Brockerhoff,7,4,demography,demography,,,1
Ellen Brennan,Martin Brockerhoff,1,4,demography,demography,,,1
Martin Brockerhoff,Monica Akinyi Magadi,4,1,demography,demography,,,1
Eliya Msiyaphazi Zulu,Martin Brockerhoff,4,4,famplan,demography,,,1
Ashraf Lasee,Stan Becker,1,9,famplan,demography,,,1
Stan Becker,Youssef Waheeb,9,1,demography,demography,,,1
Bothaina El-Deeb,Stan Becker,1,9,demography,demography,,,1
Nagwa Khallaf,Stan Becker,1,9,demography,demography,,,1
Robert Black,Stan Becker,2,9,demography,demography,,,1
Robert E. Black,Stan Becker,1,9,demography,demography,,,1
Saifuddin Ahmed,Stan Becker,3,9,demography,demography,,,1
Kale Feyisetan,Stan Becker,1,9,famplan,demography,,,1
Paulina Makinwa-Adebusoye,Stan Becker,2,9,famplan,demography,,,1
Nafissatou Diop-Sidibé,Stan Becker,1,9,famplan,demography,,,1
Elizabeth Costenbader,Stan Becker,1,9,famplan,demography,,,1
Gigi Santow,Michael Bracher,5,4,famplan,demography,,,4
Michael Bracher,Susan Cotts Watkins,4,11,demography,famplan,,,1
Evam Kofi Glover,Robert Miller,1,1,famplan,famplan,,,1
Angela Bannerman,Robert Miller,1,1,famplan,famplan,,,1
Brian Wells Pence,Robert Miller,1,1,famplan,famplan,,,1
Heidi Jones,Robert Miller,5,1,famplan,famplan,,,1
Eugene Weiss,Robert Miller,1,1,famplan,famplan,,,1
Joana Nerquaye-Tetteh,Robert Miller,1,1,famplan,famplan,,,1
Ann E. Biddlecom,Margaret E. Greene,7,1,demography,demography,,,1
Mary Grace Kovar,Richard G. Rogers,1,10,demography,sociology,,,1
Jacqueline A. Carrigan,Mary Grace Kovar,1,1,demography,demography,,,1
Jason Dietrich,William Darity Jr.,1,2,economics,economics,,,1
David K. Guilkey,Jason Dietrich,12,1,economics,economics,,,1
Anne C. Case,I-Fen Lin,1,2,demography,demography,,,1
Anne C. Case,Sara S. Mclanahan,1,5,demography,sociology,,,1
H. Elizabeth Peters,Leslie A. Whittington,2,4,demography,economics,,,1
H. Elizabeth Peters,Michael S. Rendall,2,10,demography,sociology,,,1
H. Elizabeth Peters,Lynda Clarke,2,2,demography,demography,,,1
H. Elizabeth Peters,Nalini Ranjit,2,2,demography,demography,,,1
Georgia Verropoulou,H. Elizabeth Peters,3,2,demography,demography,,,1
David Spener,Frank D. Bean,1,6,sociology,sociology,,,1
Frank D. Bean,Ruth R. Berg,6,1,sociology,sociology,,,1
Frank D. Bean,Jennifer V. W. Van Hook,6,2,sociology,demography,,,2
Frank D. Bean,Jennifer Van Hook,6,6,sociology,demography,,,2
Frank D. Bean,Jennifer E. Glick,6,6,sociology,demography,,,2
Frank D. Bean,Magnus Lofstrom,6,2,sociology,demography,,,1
Frank D. Bean,Rodolfo Corona,6,1,sociology,demography,,,1
Frank D. Bean,Rodolfo Tuiran,6,1,sociology,demography,,,1
