source,target,scount,tcount,sfield,tfield,slast,tlast,weight
M-F. Hall,R. Delgado,2,1,pubh,pubh,,,1
M-F. Hall,O. Mendoza,2,1,pubh,pubh,,,1
M-F. Hall,R. O. Carleton,2,2,pubh,pubh,,,1
Everett S. Lee,M-F. Hall,6,2,demography,pubh,Lee,,1
Christopher Tietze,M-F. Hall,18,2,pubh,pubh,,,1
J. Arias,M-F. Hall,3,2,pubh,pubh,,,1
F. Rath,M-F. Hall,1,2,pubh,pubh,,,1
M-F. Hall,R. Puffer,2,2,pubh,pubh,,,1
A. Adlakha,Ronald Freedman,2,33,demography,famplan,,Freedman,2
A. Adlakha,D. N. Namboothiri,2,2,demography,demography,,,2
A. Adlakha,K. C. Chan,2,2,demography,demography,,,2
Ronald Freedman,T. H. Sun,33,6,famplan,demography,Freedman,,2
F. L. Chen,T. H. Sun,1,6,famplan,demography,,,1
M. C. Chang,T. H. Sun,5,6,pubh,demography,,,2
George P. Cernada,T. H. Sun,6,6,famplan,demography,,,3
Oliver D. Finnigan,T. H. Sun,2,6,demography,demography,,,1
John A. Ross,T. H. Sun,11,6,demography,demography,,,1
Dae Woo Han,T. H. Sun,2,6,famplan,demography,,,1
S. M. Keeny,T. H. Sun,4,6,famplan,demography,,,1
T. C. Hsu,T. H. Sun,2,6,demography,demography,,,1
Albert I. Hermalin,T. H. Sun,6,6,sociology,demography,Hermalin,,1
C. Allen Haney,John F. Kantner,1,10,demography,demography,,Kantner,1
C. Allen Haney,Melvin Zelnik,1,10,demography,demography,,,1
C. Allen Haney,Philip R. Kunz,1,1,demography,demography,,,1
C. Allen Haney,Merlin B. Brinkerhoff,1,2,demography,demography,,,1
C. Allen Haney,Clark E. Vincent,1,1,demography,demography,,,1
C. Allen Haney,Carl M. Cochrane,1,1,demography,demography,,,1
Charles F. Westoff,M-FrançOise Hall,24,2,famplan,pubh,Westoff,,1
Christopher Tietze,M-FrançOise Hall,18,2,pubh,pubh,,,1
J. Mayone Stycos,M-FrançOise Hall,13,2,pubh,pubh,,,1
David L. Rabin,Dorothy Myer,1,1,pubh,pubh,,,1
Dorothy Myer,John Crawford,1,1,pubh,pubh,,,1
Carlos Ferrero,Dorothy Myer,2,1,pubh,pubh,,,1
Alan Ross,Dorothy Myer,1,1,pubh,pubh,,,1
Dorothy Myer,Elisabeth Schach,1,1,pubh,pubh,,,1
Helen Abbey,Peng-Tu Liu,2,1,demography,demography,,,1
Helen Abbey,Lien-Ping Chow,2,2,demography,general,,,1
Farida K. Shah,Helen Abbey,1,2,pubh,demography,,,1
Jessie S. Bernard,Karl E. Taeuber,2,9,pubh,sociology,,,1
James A. Jones,Jessie S. Bernard,1,2,pubh,pubh,,,1
Jessie S. Bernard,Paul C. Glick,2,11,pubh,pubh,,Glick,1
Frank W. Notestein,Jessie S. Bernard,8,2,demography,pubh,Notestein,,1
C. R. Lawrence,Jessie S. Bernard,2,2,pubh,pubh,,,1
Jessie S. Bernard,W. Parker Mauldin,2,7,pubh,pubh,,Mauldin,1
Donald J. Bogue,Jessie S. Bernard,10,2,demography,pubh,Bogue,,1
Elliot Liebow,Jessie S. Bernard,5,2,pubh,pubh,,,2
Jessie S. Bernard,Philip M. Hauser,2,16,pubh,demography,,Hauser,2
Edwin D. Driver,Jessie S. Bernard,7,2,demography,pubh,,,2
G. Franklin Edwards,Jessie S. Bernard,4,2,pubh,pubh,,,1
Jessie S. Bernard,Joseph D. Beasley,2,10,pubh,famplan,,,1
Daniel O. Price,Jessie S. Bernard,7,2,demography,pubh,,,1
James E. Teele,Jessie S. Bernard,4,2,pubh,pubh,,,2
Jessie S. Bernard,Preston Valien,2,4,pubh,pubh,,,1
Jessie S. Bernard,Reynolds Farley,2,14,pubh,demography,,Farley,1
Jessie S. Bernard,Paul R. Williams,2,2,pubh,pubh,,,1
Harriet B. Presser,Jessie S. Bernard,7,2,pubh,pubh,Presser,,1
Daniel C. Thompson,Jessie S. Bernard,5,2,pubh,pubh,,,1
C. V. Willie,Jessie S. Bernard,3,2,pubh,pubh,,,1
Charles B. Arnold,Jessie S. Bernard,3,2,famplan,pubh,,,1
David L. Rabin,Elisabeth Schach,1,1,pubh,pubh,,,1
Elisabeth Schach,John Crawford,1,1,pubh,pubh,,,1
Carlos Ferrero,Elisabeth Schach,2,1,pubh,pubh,,,1
Dorothy Myer,Elisabeth Schach,1,1,pubh,pubh,,,1
Alan Ross,Elisabeth Schach,1,1,pubh,pubh,,,1
Gino Germani,J. C. Elizaga,1,2,pubh,pubh,,,1
Donald J. Bogue,J. C. Elizaga,10,2,demography,pubh,Bogue,,2
D. S. Thomas,J. C. Elizaga,2,2,pubh,pubh,,,1
J. C. Elizaga,Ronald Freedman,2,33,pubh,famplan,,Freedman,1
J. C. Elizaga,T. K. Burch,2,2,pubh,pubh,,,1
J. C. Elizaga,John D. Durand,2,3,pubh,general,,Durand,1
A. H. Neiva,J. C. Elizaga,3,2,pubh,pubh,,,2
J. C. Elizaga,Louis J. Ducoff,2,1,pubh,pubh,,,1
J. Arias,J. C. Elizaga,3,2,pubh,pubh,,,1
Everett S. Lee,J. C. Elizaga,6,2,demography,pubh,Lee,,1
Joseph J. Spengler,Richard Sutch,5,1,economics,history,Spengler,,1
John J. Macisco Jr.,Leon F. Bouvier,5,5,pubh,pubh,,,2
John J. Macisco Jr.,Martha Jane Renzi,5,1,pubh,pubh,,,1
John J. Macisco Jr.,Robert H. Weller,5,8,pubh,pubh,,,2
George R. Martine,John J. Macisco Jr.,1,5,demography,pubh,,,1
Elza S. Berquo,Rubens M. Marques,1,1,pubh,pubh,,,1
Maria L. Milanesi,Rubens M. Marques,1,1,pubh,pubh,,,1
Jose S. Martins,Rubens M. Marques,1,1,pubh,pubh,,,1
Eunice Pinho,Rubens M. Marques,1,1,pubh,pubh,,,1
Imre Simon,Rubens M. Marques,1,1,pubh,pubh,,,1
Irene B. Taeuber,Rubens M. Marques,12,1,pubh,pubh,Taeuber,,1
Gino Germani,John D. Durand,1,3,pubh,general,,Durand,1
Donald J. Bogue,John D. Durand,10,3,demography,general,Bogue,Durand,1
D. S. Thomas,John D. Durand,2,3,pubh,general,,Durand,2
John D. Durand,Ronald Freedman,3,33,general,famplan,Durand,Freedman,1
John D. Durand,T. K. Burch,3,2,general,pubh,Durand,,1
A. H. Neiva,John D. Durand,3,3,pubh,general,,Durand,1
J. C. Elizaga,John D. Durand,2,3,pubh,general,,Durand,1
CéSar PeláEz,John D. Durand,1,3,pubh,general,,Durand,1
John D. Durand,R. O. Carleton,3,2,general,pubh,Durand,,1
John D. Durand,L. Baumgartner,3,1,general,pubh,Durand,,1
Everett S. Lee,John D. Durand,6,3,demography,general,Lee,Durand,1
Gail A. Shea,Gustavo Perez,1,1,famplan,famplan,,,1
Gustavo Perez,Thomas K. Burch,1,6,famplan,famplan,,,1
Gustavo Perez,Miriam OrdoñEz,1,1,famplan,famplan,,,1
Gustavo Perez,Joseph Van Kemanade,1,1,famplan,famplan,,,1
Gustavo Perez,Jan Hutjes,1,1,famplan,famplan,,,1
Andre E. Hellegers,Gustavo Perez,1,1,famplan,famplan,,,1
H. Jack Geiger,Salvador Diaz,1,1,pubh,pubh,,,1
Alvaro Lopez,Salvador Diaz,4,1,demography,pubh,,,1
A. Peter Ruderman,Salvador Diaz,1,1,pubh,pubh,,,1
Reginaldo Zaccara De Campos,Salvador Diaz,1,1,pubh,pubh,,,1
Myrna M. Weissman,Willard Johnson,1,1,general,general,,,1
Lewis C. Frank Jr.,Willard Johnson,1,1,general,general,,,1
Richard Reynolds,Willard Johnson,2,1,general,general,,,1
Ruth Barnhouse-Beuscher,Willard Johnson,1,1,general,general,,,1
Judith Blake,Willard Johnson,13,1,general,general,Blake,,1
Allan G. Rosenfield,Chitt Hemachudha,7,2,famplan,famplan,,,2
Chitt Hemachudha,Winich Asavasena,2,4,famplan,famplan,,,2
Chitt Hemachudha,Somsak Varakamin,2,2,famplan,famplan,,,2
Chitt Hemachudha,Gavin Jones,2,4,famplan,demography,,,1
Chitt Hemachudha,J. Oscar Alers,2,3,famplan,demography,,,1
Hugh Carter,Paul C. Glick,1,11,demography,pubh,,Glick,1
Donald J. Bogue,Paul B. Cornely,10,1,demography,pubh,Bogue,,1
Edwin D. Driver,Paul B. Cornely,7,1,demography,pubh,,,1
Carl L. Harter,Paul B. Cornely,6,1,demography,pubh,,,1
Norman B. Ryder,Paul B. Cornely,19,1,famplan,pubh,Ryder,,1
Daniel C. Thompson,Paul B. Cornely,5,1,pubh,pubh,,,1
C. V. Willie,Paul B. Cornely,3,1,pubh,pubh,,,1
Paul B. Cornely,Philip M. Hauser,1,16,pubh,demography,,Hauser,1
Frank W. Notestein,Paul B. Cornely,8,1,demography,pubh,Notestein,,1
Daniel O. Price,Paul B. Cornely,7,1,demography,pubh,,,1
Karl A. Smith,Paul B. Cornely,4,1,pubh,pubh,,,1
Arthur J. Norton,Robert O. Grymes,3,1,demography,demography,,,1
Ariffin Bin Marzuki,Ten Love,5,1,demography,famplan,,,1
Ernest A. T. Barth,Walter B. Watson,1,3,sociology,sociology,,,1
John A. Ross,Tae Ryong Kim,11,1,demography,famplan,,,1
David P. Smith,Tae Ryong Kim,1,1,famplan,famplan,,,1
Gail A. Shea,Thomas K. Burch,1,6,famplan,famplan,,,1
Gail A. Shea,Gustavo Perez,1,1,famplan,famplan,,,1
Gail A. Shea,Miriam OrdoñEz,1,1,famplan,famplan,,,1
Gail A. Shea,Joseph Van Kemanade,1,1,famplan,famplan,,,1
Gail A. Shea,Jan Hutjes,1,1,famplan,famplan,,,1
Andre E. Hellegers,Gail A. Shea,1,1,famplan,famplan,,,1
Samuel H. Preston,Verne E. Nelson,6,2,statistics,demography,Preston,,1
Allan G. Feldt,Robert H. Weller,1,8,demography,pubh,,,1
J. Mayone Stycos,Robert H. Weller,13,8,pubh,pubh,,,1
John J. Macisco Jr.,Robert H. Weller,5,8,pubh,pubh,,,2
George R. Martine,Robert H. Weller,1,8,demography,pubh,,,1
Leon F. Bouvier,Robert H. Weller,5,8,pubh,pubh,,,2
Sang Whan Song,Sook Bang,1,6,famplan,demography,,,1
Chi Hoon Choi,Sang Whan Song,1,1,famplan,famplan,,,1
Edith Fein,Judith S. Weis,1,1,general,general,,,1
Edgar R. Chasteen,Judith S. Weis,1,1,general,general,,,1
Frederick S. Jaffe,Judith S. Weis,17,1,general,general,,,1
John A. Ross,S.M. Keeny,11,1,demography,famplan,,,1
Oliver D. Finnigan Iii,S.M. Keeny,1,1,famplan,famplan,,,1
George P. Cernada,S.M. Keeny,6,1,famplan,famplan,,,1
Charlotte F. Muller,Frederick S. Jaffe,2,17,famplan,general,,,1
Annette P. Radick,Mindel C. Sheps,1,14,demography,demography,,,1
Annette P. Radick,Jane A. Menken,1,4,demography,pubh,,Menken,1
Ronald Freedman,Te-Hsiung Sun,33,1,famplan,famplan,Freedman,,1
Lolagene C. Coombs,Te-Hsiung Sun,8,1,demography,famplan,,,1
Ming-Cheng Chang,Te-Hsiung Sun,1,1,famplan,famplan,,,1
Alan Ross,David L. Rabin,1,1,pubh,pubh,,,1
Alan Ross,John Crawford,1,1,pubh,pubh,,,1
Alan Ross,Carlos Ferrero,1,2,pubh,pubh,,,1
Alan Ross,Dorothy Myer,1,1,pubh,pubh,,,1
Alan Ross,Elisabeth Schach,1,1,pubh,pubh,,,1
Lien-Ping Chow,Peng-Tu Liu,2,1,general,demography,,,1
Helen Abbey,Peng-Tu Liu,2,1,demography,demography,,,1
Jean P. Cobb,Joy G. Dryfoos,1,7,famplan,famplan,,,1
Frederick S. Jaffe,Jean P. Cobb,17,1,general,famplan,,,1
Daniel R. Weintraub,Jean P. Cobb,2,1,famplan,famplan,,,1
Carita Jo Bernsohn,Jean P. Cobb,1,1,famplan,famplan,,,1
Harry M. Raulet,John C. Cobb,2,1,demography,famplan,,,1
John C. Cobb,Paul A. Harper,1,3,famplan,famplan,,,1
John C. Cobb,Rowland V. Rider,1,4,famplan,demography,,,1
John C. Cobb,Paul White,1,1,famplan,famplan,,,1
A. Rasheed Ghazi,John C. Cobb,1,1,famplan,famplan,,,1
Judith Blake,Myrna M. Weissman,13,1,general,general,Blake,,1
Judith Blake,Lewis C. Frank Jr.,13,1,general,general,Blake,,1
Judith Blake,Richard Reynolds,13,2,general,general,Blake,,1
Judith Blake,Willard Johnson,13,1,general,general,Blake,,1
Judith Blake,Ruth Barnhouse-Beuscher,13,1,general,general,Blake,,1
Judith Blake,Prithwis Das Gupta,13,4,general,demography,Blake,,2
Judith Blake,Philip M. Hauser,13,16,general,demography,Blake,Hauser,1
Judith Blake,Paul Demeny,13,6,general,famplan,Blake,Demeny,1
Arjun L. Adlakha,Ronald Freedman,1,33,demography,famplan,,Freedman,1
Carlos Ferrero,F. E. Linder,2,2,pubh,pubh,,,1
Carmen Miro,F. E. Linder,5,2,demography,pubh,,,1
F. E. Linder,Ferdinand Rath,2,1,pubh,pubh,,,1
Arthur A. Campbell,F. E. Linder,10,2,famplan,pubh,Campbell,,1
Charles F. Westoff,F. E. Linder,24,2,famplan,pubh,Westoff,,1
F. E. Linder,G. PéRez,2,1,pubh,pubh,,,1
F. E. Linder,J. Mayone Stycos,2,13,pubh,pubh,,,1
F. E. Linder,Mindel C. Sheps,2,14,pubh,demography,,,1
F. E. Linder,M-F. Hall,2,2,pubh,pubh,,,1
F. E. Linder,Ronald Freedman,2,33,pubh,famplan,,Freedman,1
F. E. Linder,T. K. Burch,2,2,pubh,pubh,,,1
Donald J. Bogue,F. E. Linder,10,2,demography,pubh,Bogue,,1
A. H. Neiva,F. E. Linder,3,2,pubh,pubh,,,1
Reginaldo Zaccara De Campos,Salvador Diaz,1,1,pubh,pubh,,,1
H. Jack Geiger,Reginaldo Zaccara De Campos,1,1,pubh,pubh,,,1
Alvaro Lopez,Reginaldo Zaccara De Campos,4,1,demography,pubh,,,1
A. Peter Ruderman,Reginaldo Zaccara De Campos,1,1,pubh,pubh,,,1
Ansley J. Coale,Norfleet W. Rives Jr.,12,1,pubh,demography,Coale,,1
Charles F. Westoff,Emily C. Moore,24,1,famplan,pubh,Westoff,,1
Emily C. Moore,Norman B. Ryder,1,19,pubh,famplan,,Ryder,1
Maria Nydia Maraviglia,Murray Gendell,1,5,demography,demography,,,1
Maria Nydia Maraviglia,Philip C. Kreitner,1,1,demography,demography,,,1
Clyde V. Kiser,Myrna E. Frank,7,2,pubh,pubh,Kiser,,2
Paul C. Glick,Robert Parke Jr.,11,2,pubh,demography,Glick,,2
Gail A. Shea,Joseph Van Kemanade,1,1,famplan,famplan,,,1
Joseph Van Kemanade,Thomas K. Burch,1,6,famplan,famplan,,,1
Gustavo Perez,Joseph Van Kemanade,1,1,famplan,famplan,,,1
Joseph Van Kemanade,Miriam OrdoñEz,1,1,famplan,famplan,,,1
Jan Hutjes,Joseph Van Kemanade,1,1,famplan,famplan,,,1
Andre E. Hellegers,Joseph Van Kemanade,1,1,famplan,famplan,,,1
G. Stephan Masnick,Robert G. Potter,1,18,demography,famplan,,,1
G. Stephan Masnick,Murray Gendell,1,5,demography,demography,,,1
Lolagene Coombs,Ronald Freedman,3,33,sociology,famplan,,Freedman,3
D. Narayanan Namboothiri,Lolagene Coombs,1,3,demography,sociology,,,1
Ming-Chen Chang,Ronald Freedman,1,33,famplan,famplan,,Freedman,1
Lolagene C. Coombs,Ming-Chen Chang,8,1,demography,famplan,,,1
Carl L. Harter,Vestal W. Parrish Jr.,6,1,demography,demography,,,1
Judith Friedman,Ronald Freedman,2,33,sociology,famplan,,Freedman,2
Judith Friedman,Lolagene C. Coombs,2,8,sociology,demography,,,2
Judith Friedman,William F. Pratt,2,1,sociology,sociology,,,1
Frank F. Furstenberg Jr.,G. S. Masnick,1,2,famplan,demography,,,1
G. S. Masnick,Susan A. Ricketts,2,1,demography,famplan,,,1
A. Perez,G. S. Masnick,1,2,demography,demography,,,1
G. S. Masnick,P. Vela,2,1,demography,demography,,,1
G. S. Masnick,Robert G. Potter,2,18,demography,famplan,,,1
Allan G. Rosenfield,J. Oscar Alers,7,3,famplan,demography,,,2
Allan G. Rosenfield,Winich Asavasena,7,4,famplan,famplan,,,4
Allan G. Rosenfield,Chaichana Suvanavejh,7,2,famplan,famplan,,,1
Allan G. Rosenfield,Sasichan Vimuktanon,7,1,famplan,famplan,,,1
Allan G. Rosenfield,Chitt Hemachudha,7,2,famplan,famplan,,,2
Allan G. Rosenfield,Somsak Varakamin,7,2,famplan,famplan,,,2
Allan G. Rosenfield,Gavin Jones,7,4,famplan,demography,,,1
Allan G. Rosenfield,Linda Atkinson,7,1,famplan,famplan,,,1
Allan G. Rosenfield,Robert Castadot,7,1,famplan,famplan,,,1
Allan G. Rosenfield,Alvaro Cuadros,7,1,famplan,famplan,,,1
Allan G. Rosenfield,Jumroon Mikhanorn,7,1,famplan,famplan,,,1
Gwendolyn Z. Johnson,Joseph D. Beasley,1,10,pubh,famplan,,,1
Gwendolyn Z. Johnson,Ralph F. Frankowski,1,3,pubh,famplan,,,1
Gwendolyn Z. Johnson,Joseph S. Himes,1,2,pubh,pubh,,,1
Gwendolyn Z. Johnson,P. B. Cornely,1,1,pubh,pubh,,,1
G. Franklin Edwards,Gwendolyn Z. Johnson,4,1,pubh,pubh,,,1
Gwendolyn Z. Johnson,Preston Valien,1,4,pubh,pubh,,,1
Gwendolyn Z. Johnson,Karl A. Smith,1,4,pubh,pubh,,,1
Charles B. Arnold,Gwendolyn Z. Johnson,3,1,famplan,pubh,,,1
Mariano Requena,Rolando Armijo,1,2,pubh,pubh,,,1
J. Arias,Louis J. Ducoff,3,1,pubh,pubh,,,1
Everett S. Lee,J. Arias,6,3,demography,pubh,Lee,,3
A. H. Neiva,J. Arias,3,3,pubh,pubh,,,1
Donald J. Bogue,J. Arias,10,3,demography,pubh,Bogue,,2
J. Arias,J. C. Elizaga,3,2,pubh,pubh,,,1
J. Arias,J. Mayone Stycos,3,13,pubh,pubh,,,1
J. Arias,R. Delgado,3,1,pubh,pubh,,,1
J. Arias,O. Mendoza,3,1,pubh,pubh,,,1
J. Arias,R. O. Carleton,3,2,pubh,pubh,,,1
Christopher Tietze,J. Arias,18,3,pubh,pubh,,,1
F. Rath,J. Arias,1,3,pubh,pubh,,,1
J. Arias,Mindel C. Sheps,3,14,pubh,demography,,,1
J. Arias,R. Puffer,3,2,pubh,pubh,,,1
J. Arias,M-F. Hall,3,2,pubh,pubh,,,1
J. Arias,Juan C. Elizaga,3,4,pubh,demography,,,1
Gail A. Shea,Jan Hutjes,1,1,famplan,famplan,,,1
Jan Hutjes,Thomas K. Burch,1,6,famplan,famplan,,,1
Gustavo Perez,Jan Hutjes,1,1,famplan,famplan,,,1
Jan Hutjes,Miriam OrdoñEz,1,1,famplan,famplan,,,1
Jan Hutjes,Joseph Van Kemanade,1,1,famplan,famplan,,,1
Andre E. Hellegers,Jan Hutjes,1,1,famplan,famplan,,,1
J. Gilbert Hardee,Shamsuddin Bin Abdul Rahman,3,2,famplan,famplan,,,1
Shamsuddin Bin Abdul Rahman,Tan Boon Ann,2,5,famplan,demography,,,2
M. Subbiah,Shamsuddin Bin Abdul Rahman,1,2,famplan,famplan,,,1
Loh Sow Khin,Shamsuddin Bin Abdul Rahman,1,2,famplan,famplan,,,1
Shamsuddin Bin Abdul Rahman,Yusof Bakar,2,1,famplan,famplan,,,1
Harry M. Raulet,John C. Cobb,2,1,demography,famplan,,,1
Harry M. Raulet,Paul A. Harper,2,3,demography,famplan,,,1
Harry M. Raulet,Rowland V. Rider,2,4,demography,demography,,,1
Harry M. Raulet,Paul White,2,1,demography,famplan,,,1
A. Rasheed Ghazi,Harry M. Raulet,1,2,famplan,demography,,,1
George R. Martine,Robert H. Weller,1,8,demography,pubh,,,1
George R. Martine,John J. Macisco Jr.,1,5,demography,pubh,,,1
K. C. Chan,Ronald Freedman,2,33,demography,famplan,,Freedman,2
D. N. Namboothiri,K. C. Chan,2,2,demography,demography,,,2
A. Adlakha,K. C. Chan,2,2,demography,demography,,,2
Joseph D. Beasley,Ralph F. Frankowski,10,3,famplan,famplan,,,3
C. Morton Hawkins,Ralph F. Frankowski,1,3,pubh,famplan,,,1
Gwendolyn Z. Johnson,Ralph F. Frankowski,1,3,pubh,famplan,,,1
Joseph S. Himes,Ralph F. Frankowski,2,3,pubh,famplan,,,1
P. B. Cornely,Ralph F. Frankowski,1,3,pubh,famplan,,,1
G. Franklin Edwards,Ralph F. Frankowski,4,3,pubh,famplan,,,1
Preston Valien,Ralph F. Frankowski,4,3,pubh,famplan,,,1
Karl A. Smith,Ralph F. Frankowski,4,3,pubh,famplan,,,1
Charles B. Arnold,Ralph F. Frankowski,3,3,famplan,famplan,,,1
J. Mayone Stycos,R. Delgado,13,1,pubh,pubh,,,1
O. Mendoza,R. Delgado,1,1,pubh,pubh,,,1
R. Delgado,R. O. Carleton,1,2,pubh,pubh,,,1
Everett S. Lee,R. Delgado,6,1,demography,pubh,Lee,,1
Christopher Tietze,R. Delgado,18,1,pubh,pubh,,,1
J. Arias,R. Delgado,3,1,pubh,pubh,,,1
F. Rath,R. Delgado,1,1,pubh,pubh,,,1
Mindel C. Sheps,R. Delgado,14,1,demography,pubh,,,1
R. Delgado,R. Puffer,1,2,pubh,pubh,,,1
Donald J. Bogue,R. Delgado,10,1,demography,pubh,Bogue,,1
M-F. Hall,R. Delgado,2,1,pubh,pubh,,,1
Elza S. Berquo,Rubens M. Marques,1,1,pubh,pubh,,,1
Elza S. Berquo,Maria L. Milanesi,1,1,pubh,pubh,,,1
Elza S. Berquo,Jose S. Martins,1,1,pubh,pubh,,,1
Elza S. Berquo,Eunice Pinho,1,1,pubh,pubh,,,1
Elza S. Berquo,Imre Simon,1,1,pubh,pubh,,,1
Elza S. Berquo,Irene B. Taeuber,1,12,pubh,pubh,,Taeuber,1
Carl M. Cochrane,John F. Kantner,1,10,demography,demography,,Kantner,1
Carl M. Cochrane,Melvin Zelnik,1,10,demography,demography,,,1
Carl M. Cochrane,Philip R. Kunz,1,1,demography,demography,,,1
Carl M. Cochrane,Merlin B. Brinkerhoff,1,2,demography,demography,,,1
Carl M. Cochrane,Clark E. Vincent,1,1,demography,demography,,,1
C. Allen Haney,Carl M. Cochrane,1,1,demography,demography,,,1
Donald W. Helbig,Habib R. Siddiqui,1,1,demography,demography,,,1
Donald W. Helbig,Samuel B. Hopkins,1,1,demography,demography,,,1
Donald W. Helbig,Paul A. Harper,1,3,demography,famplan,,,1
Donald W. Helbig,Rowland V. Rider,1,4,demography,demography,,,1
Edmund M. Murphy,Nathan Keyfitz,2,17,eugenics,statistics,,Keyfitz,1
Dhruva N. Nagnur,Edmund M. Murphy,1,2,demography,eugenics,,,1
Chaichana Suvanavejh,Peter J. Donaldson,2,1,famplan,famplan,,,1
Donald O. Cowgill,Srisomang Keovichit,2,1,general,pubh,,,1
Donald O. Cowgill,Robert G. Burnight,2,1,general,pubh,,,1
Donald O. Cowgill,J. Richard Udry,2,8,general,pubh,,Udry,1
Charas Yamarat,Donald O. Cowgill,1,2,pubh,general,,,1
David Goldberg,Ronald Freedman,1,33,demography,famplan,Goldberg,Freedman,1
David Goldberg,Larry Bumpass,1,8,demography,general,Goldberg,Bumpass,1
John Knodel,Pichit Pitaktepsombati,9,1,famplan,famplan,,,1
Everett S. Lee,John D. Durand,6,3,demography,general,Lee,Durand,1
CéSar PeláEz,Everett S. Lee,1,6,pubh,demography,,Lee,1
D. S. Thomas,Everett S. Lee,2,6,pubh,demography,,Lee,1
Everett S. Lee,R. O. Carleton,6,2,demography,pubh,Lee,,2
Everett S. Lee,L. Baumgartner,6,1,demography,pubh,Lee,,1
Everett S. Lee,Louis J. Ducoff,6,1,demography,pubh,Lee,,1
Everett S. Lee,J. Arias,6,3,demography,pubh,Lee,,3
A. H. Neiva,Everett S. Lee,3,6,pubh,demography,,Lee,1
Donald J. Bogue,Everett S. Lee,10,6,demography,demography,Bogue,Lee,2
Everett S. Lee,J. C. Elizaga,6,2,demography,pubh,Lee,,1
Everett S. Lee,J. Mayone Stycos,6,13,demography,pubh,Lee,,1
Everett S. Lee,R. Delgado,6,1,demography,pubh,Lee,,1
Everett S. Lee,O. Mendoza,6,1,demography,pubh,Lee,,1
Christopher Tietze,Everett S. Lee,18,6,pubh,demography,,Lee,1
Everett S. Lee,F. Rath,6,1,demography,pubh,Lee,,1
Everett S. Lee,Mindel C. Sheps,6,14,demography,demography,Lee,,1
Everett S. Lee,R. Puffer,6,2,demography,pubh,Lee,,1
Everett S. Lee,M-F. Hall,6,2,demography,pubh,Lee,,1
Everett S. Lee,Juan C. Elizaga,6,4,demography,demography,Lee,,1
Enver Adil,J. Gilbert Hardee,2,3,demography,famplan,,,1
Enver Adil,Nafis Sadik,2,1,demography,famplan,,,1
Ann Fischer,Joseph D. Beasley,1,10,demography,famplan,,,1
Ann Fischer,Carl L. Harter,1,6,demography,demography,,,1
C. Horace Hamilton,Elizabeth M. Suval,4,1,sociology,sociology,Hamilton,,1
Eduardo E. Arriaga,Kingsley Davis,7,3,pubh,demography,,Davis,1
Anrudh K. Jain,Lien-Pin Chow,6,2,pubh,pubh,,,2
Anrudh K. Jain,Ronald Freedman,6,33,pubh,famplan,,Freedman,3
Anrudh K. Jain,Robert G. Potter,6,18,pubh,famplan,,,2
Anrudh K. Jain,T. C. Hsu,6,2,pubh,demography,,,1
Anrudh K. Jain,M. C. Chang,6,5,pubh,pubh,,,1
Lien-Pin Chow,Ronald Freedman,2,33,pubh,famplan,,Freedman,2
Lien-Pin Chow,Robert G. Potter,2,18,pubh,famplan,,,2
Anrudh K. Jain,Lien-Pin Chow,6,2,pubh,pubh,,,2
Otis Dudley Duncan,Ronald Freedman,8,33,sociology,famplan,Duncan,Freedman,1
J. Michael Coble,Otis Dudley Duncan,1,8,demography,sociology,,Duncan,1
Doris P. Slesinger,Otis Dudley Duncan,1,8,demography,sociology,,Duncan,1
Arthur A. Campbell,Hernan Mendoza-Hoyos,10,1,famplan,pubh,Campbell,,1
Christopher Tietze,Sarah Lewitt,18,1,pubh,famplan,,,1
C. Morton Hawkins,Joseph D. Beasley,1,10,pubh,famplan,,,1
C. Morton Hawkins,Ralph F. Frankowski,1,3,pubh,famplan,,,1
J. Y. Peng,Silvia Pedraza,4,1,famplan,famplan,,,1
L. P. Chow,Silvia Pedraza,10,1,famplan,famplan,,,1
Roger Avery,Silvia Pedraza,2,1,famplan,famplan,,,1
John B. Wyon,Stephen L. Finner,3,1,pubh,demography,,,1
David M. Heer,Stephen L. Finner,14,1,famplan,demography,,,1
Nadipuram R. Parthasarathy,Stephen L. Finner,1,1,demography,demography,,,1
John E. Gordon,Stephen L. Finner,3,1,pubh,demography,,,1
Karl E. Taeuber,Omer R. Galle,9,3,sociology,demography,,,1
Max W. Williams,Omer R. Galle,1,3,demography,demography,,,1
Douglas Carnahan,Omer R. Galle,1,3,sociology,demography,,,1
Omer R. Galle,Walter Gove,3,1,demography,sociology,,,1
Rolando Armijo,Tegualda Monreal,2,2,pubh,pubh,,,1
R. Puffer,Tegualda Monreal,2,2,pubh,pubh,,,1
M. Requena B.,Tegualda Monreal,1,2,pubh,pubh,,,1
Christopher Tietze,Tegualda Monreal,18,2,pubh,pubh,,,1
B. Mariano Requena,Tegualda Monreal,2,2,pubh,pubh,,,1
Donald J. Bogue,Tegualda Monreal,10,2,demography,pubh,Bogue,,1
Carmen Miro,Ferdinand Rath,5,1,demography,pubh,,,1
Arthur A. Campbell,Ferdinand Rath,10,1,famplan,pubh,Campbell,,1
Charles F. Westoff,Ferdinand Rath,24,1,famplan,pubh,Westoff,,1
Ferdinand Rath,G. PéRez,1,1,pubh,pubh,,,1
Ferdinand Rath,J. Mayone Stycos,1,13,pubh,pubh,,,1
